row,column,original_data,sensitivity_level,protection_status,confidence,sensitive_types
592,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
592,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
592,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
592,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
592,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
593,email,admin@test.com,No sensible,Estado desconocido,0.1,
593,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
593,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
593,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
593,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
594,email,user@example.org,No sensible,Estado desconocido,0.1,
594,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
594,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
594,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
594,ip,localhost,No sensible,Estado desconocido,0.1,
595,email,email,No sensible,Estado desconocido,0.1,
595,password_hash,password_hash,No sensible,Estado desconocido,0.1,
595,rut,rut,No sensible,Estado desconocido,0.1,
595,telefono,telefono,No sensible,Estado desconocido,0.1,
595,ip,ip,No sensible,Estado desconocido,0.1,
596,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
596,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
596,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
596,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
596,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
597,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
597,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
597,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
597,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
597,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
598,email,admin@test.com,No sensible,Estado desconocido,0.1,
598,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
598,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
598,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
598,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
599,email,user@example.org,No sensible,Estado desconocido,0.1,
599,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
599,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
599,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
599,ip,localhost,No sensible,Estado desconocido,0.1,
600,email,email,No sensible,Estado desconocido,0.1,
600,password_hash,password_hash,No sensible,Estado desconocido,0.1,
600,rut,rut,No sensible,Estado desconocido,0.1,
600,telefono,telefono,No sensible,Estado desconocido,0.1,
600,ip,ip,No sensible,Estado desconocido,0.1,
601,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
601,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
601,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
601,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
601,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
602,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
602,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
602,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
602,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
602,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
603,email,admin@test.com,No sensible,Estado desconocido,0.1,
603,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
603,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
603,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
603,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
604,email,user@example.org,No sensible,Estado desconocido,0.1,
604,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
604,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
604,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
604,ip,localhost,No sensible,Estado desconocido,0.1,
605,email,email,No sensible,Estado desconocido,0.1,
605,password_hash,password_hash,No sensible,Estado desconocido,0.1,
605,rut,rut,No sensible,Estado desconocido,0.1,
605,telefono,telefono,No sensible,Estado desconocido,0.1,
605,ip,ip,No sensible,Estado desconocido,0.1,
606,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
606,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
606,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
606,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
606,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
607,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
607,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
607,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
607,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
607,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
608,email,admin@test.com,No sensible,Estado desconocido,0.1,
608,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
608,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
608,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
608,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
609,email,user@example.org,No sensible,Estado desconocido,0.1,
609,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
609,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
609,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
609,ip,localhost,No sensible,Estado desconocido,0.1,
610,email,email,No sensible,Estado desconocido,0.1,
610,password_hash,password_hash,No sensible,Estado desconocido,0.1,
610,rut,rut,No sensible,Estado desconocido,0.1,
610,telefono,telefono,No sensible,Estado desconocido,0.1,
610,ip,ip,No sensible,Estado desconocido,0.1,
611,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
611,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
611,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
611,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
611,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
612,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
612,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
612,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
612,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
612,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
613,email,admin@test.com,No sensible,Estado desconocido,0.1,
613,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
613,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
613,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
613,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
614,email,user@example.org,No sensible,Estado desconocido,0.1,
614,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
614,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
614,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
614,ip,localhost,No sensible,Estado desconocido,0.1,
615,email,email,No sensible,Estado desconocido,0.1,
615,password_hash,password_hash,No sensible,Estado desconocido,0.1,
615,rut,rut,No sensible,Estado desconocido,0.1,
615,telefono,telefono,No sensible,Estado desconocido,0.1,
615,ip,ip,No sensible,Estado desconocido,0.1,
616,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
616,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
616,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
616,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
616,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
617,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
617,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
617,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
617,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
617,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
618,email,admin@test.com,No sensible,Estado desconocido,0.1,
618,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
618,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
618,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
618,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
619,email,user@example.org,No sensible,Estado desconocido,0.1,
619,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
619,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
619,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
619,ip,localhost,No sensible,Estado desconocido,0.1,
620,email,email,No sensible,Estado desconocido,0.1,
620,password_hash,password_hash,No sensible,Estado desconocido,0.1,
620,rut,rut,No sensible,Estado desconocido,0.1,
620,telefono,telefono,No sensible,Estado desconocido,0.1,
620,ip,ip,No sensible,Estado desconocido,0.1,
621,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
621,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
621,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
621,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
621,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
622,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
622,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
622,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
622,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
622,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
623,email,admin@test.com,No sensible,Estado desconocido,0.1,
623,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
623,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
623,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
623,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
624,email,user@example.org,No sensible,Estado desconocido,0.1,
624,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
624,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
624,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
624,ip,localhost,No sensible,Estado desconocido,0.1,
625,email,email,No sensible,Estado desconocido,0.1,
625,password_hash,password_hash,No sensible,Estado desconocido,0.1,
625,rut,rut,No sensible,Estado desconocido,0.1,
625,telefono,telefono,No sensible,Estado desconocido,0.1,
625,ip,ip,No sensible,Estado desconocido,0.1,
626,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
626,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
626,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
626,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
626,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
627,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
627,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
627,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
627,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
627,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
628,email,admin@test.com,No sensible,Estado desconocido,0.1,
628,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
628,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
628,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
628,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
629,email,user@example.org,No sensible,Estado desconocido,0.1,
629,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
629,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
629,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
629,ip,localhost,No sensible,Estado desconocido,0.1,
630,email,email,No sensible,Estado desconocido,0.1,
630,password_hash,password_hash,No sensible,Estado desconocido,0.1,
630,rut,rut,No sensible,Estado desconocido,0.1,
630,telefono,telefono,No sensible,Estado desconocido,0.1,
630,ip,ip,No sensible,Estado desconocido,0.1,
631,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
631,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
631,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
631,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
631,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
632,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
632,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
632,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
632,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
632,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
633,email,admin@test.com,No sensible,Estado desconocido,0.1,
633,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
633,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
633,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
633,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
634,email,user@example.org,No sensible,Estado desconocido,0.1,
634,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
634,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
634,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
634,ip,localhost,No sensible,Estado desconocido,0.1,
635,email,email,No sensible,Estado desconocido,0.1,
635,password_hash,password_hash,No sensible,Estado desconocido,0.1,
635,rut,rut,No sensible,Estado desconocido,0.1,
635,telefono,telefono,No sensible,Estado desconocido,0.1,
635,ip,ip,No sensible,Estado desconocido,0.1,
636,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
636,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
636,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
636,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
636,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
637,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
637,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
637,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
637,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
637,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
638,email,admin@test.com,No sensible,Estado desconocido,0.1,
638,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
638,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
638,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
638,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
639,email,user@example.org,No sensible,Estado desconocido,0.1,
639,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
639,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
639,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
639,ip,localhost,No sensible,Estado desconocido,0.1,
640,email,email,No sensible,Estado desconocido,0.1,
640,password_hash,password_hash,No sensible,Estado desconocido,0.1,
640,rut,rut,No sensible,Estado desconocido,0.1,
640,telefono,telefono,No sensible,Estado desconocido,0.1,
640,ip,ip,No sensible,Estado desconocido,0.1,
641,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
641,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
641,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
641,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
641,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
642,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
642,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
642,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
642,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
642,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
643,email,admin@test.com,No sensible,Estado desconocido,0.1,
643,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
643,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
643,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
643,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
644,email,user@example.org,No sensible,Estado desconocido,0.1,
644,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
644,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
644,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
644,ip,localhost,No sensible,Estado desconocido,0.1,
645,email,email,No sensible,Estado desconocido,0.1,
645,password_hash,password_hash,No sensible,Estado desconocido,0.1,
645,rut,rut,No sensible,Estado desconocido,0.1,
645,telefono,telefono,No sensible,Estado desconocido,0.1,
645,ip,ip,No sensible,Estado desconocido,0.1,
646,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
646,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
646,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
646,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
646,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
647,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
647,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
647,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
647,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
647,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
648,email,admin@test.com,No sensible,Estado desconocido,0.1,
648,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
648,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
648,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
648,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
649,email,user@example.org,No sensible,Estado desconocido,0.1,
649,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
649,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
649,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
649,ip,localhost,No sensible,Estado desconocido,0.1,
650,email,email,No sensible,Estado desconocido,0.1,
650,password_hash,password_hash,No sensible,Estado desconocido,0.1,
650,rut,rut,No sensible,Estado desconocido,0.1,
650,telefono,telefono,No sensible,Estado desconocido,0.1,
650,ip,ip,No sensible,Estado desconocido,0.1,
651,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
651,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
651,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
651,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
651,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
652,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
652,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
652,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
652,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
652,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
653,email,admin@test.com,No sensible,Estado desconocido,0.1,
653,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
653,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
653,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
653,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
654,email,user@example.org,No sensible,Estado desconocido,0.1,
654,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
654,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
654,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
654,ip,localhost,No sensible,Estado desconocido,0.1,
655,email,email,No sensible,Estado desconocido,0.1,
655,password_hash,password_hash,No sensible,Estado desconocido,0.1,
655,rut,rut,No sensible,Estado desconocido,0.1,
655,telefono,telefono,No sensible,Estado desconocido,0.1,
655,ip,ip,No sensible,Estado desconocido,0.1,
656,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
656,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
656,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
656,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
656,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
657,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
657,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
657,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
657,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
657,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
658,email,admin@test.com,No sensible,Estado desconocido,0.1,
658,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
658,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
658,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
658,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
659,email,user@example.org,No sensible,Estado desconocido,0.1,
659,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
659,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
659,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
659,ip,localhost,No sensible,Estado desconocido,0.1,
660,email,email,No sensible,Estado desconocido,0.1,
660,password_hash,password_hash,No sensible,Estado desconocido,0.1,
660,rut,rut,No sensible,Estado desconocido,0.1,
660,telefono,telefono,No sensible,Estado desconocido,0.1,
660,ip,ip,No sensible,Estado desconocido,0.1,
661,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
661,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
661,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
661,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
661,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
662,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
662,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
662,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
662,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
662,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
663,email,admin@test.com,No sensible,Estado desconocido,0.1,
663,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
663,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
663,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
663,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
664,email,user@example.org,No sensible,Estado desconocido,0.1,
664,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
664,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
664,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
664,ip,localhost,No sensible,Estado desconocido,0.1,
665,email,email,No sensible,Estado desconocido,0.1,
665,password_hash,password_hash,No sensible,Estado desconocido,0.1,
665,rut,rut,No sensible,Estado desconocido,0.1,
665,telefono,telefono,No sensible,Estado desconocido,0.1,
665,ip,ip,No sensible,Estado desconocido,0.1,
666,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
666,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
666,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
